product,system,country,body,indication_key,indication_text,regulatory_approval_date,submission_or_start_date,decision_date,outcome,arrangement_type,arrangement_detail,added_benefit_or_rating,price_at_decision,price_currency,price_basis,stated_reasons_verbatim,document_title,document_id,source_url,fetched_date,status,notes,source_file,product_key,approval_dt,approval_basis,decision_dt,fda_dt,months_approval_to_decision,months_fda_to_decision,usable
Roctavian,Australia,Australia,MSAC,HEMA_adult,Valoctocogene roxaparvovec gene therapy for congenital haemophilia A,,,,under-assessment,unknown,,,,,,,MSAC application 1751 - Valoctocogene roxaparvovec gene therapy for congenital haemophilia A,"MSAC 1751 (Application Summary, PICO Set Documents 1 and 2, Ratified PICO redacted, Consultation Survey)",https://www.msac.gov.au/applications/1751,2026-09-05,verified-from-source,"Archived application page lists MSAC meeting ""To be confirmed"" and no PSD; PASC-stage documents only. retrieved via web.archive.org snapshot because msac.gov.au and tga.gov.au refused direct connections",decisions_australia.csv,roctavian,2022-08-24,cohort EU authorisation,,2023-06-30,,,False
Breyanzi,Australia,Australia,TGA,LBCL_3L,,,,,not-submitted,none,,,,,,,TGA eBS Product and Consumer Medicine Information repository search,,https://www.ebs.tga.gov.au/ebs/picmi/picmirepository.nsf/PICMI?OpenForm&t=PI&q=breyanzi,2026-09-05,provisional-from-snippet,"eBS PI repository shows 0 documents for this brand and its INN on 2026-09-05 (the repository does list Kymriah, Yescarta, Tecartus, Carvykti, Zolgensma, Luxturna and Amtagvi, so absence is informative but not conclusive); no MSAC application found in archived MSAC meeting and application listings (1620-1827); tga.gov.au ARTG search unreachable. Also no PBAC PSD in the PBS PSD index.",decisions_australia.csv,breyanzi,2022-04-04,cohort EU authorisation,,2021-02-05,,,False
Abecma,Australia,Australia,TGA,MM_4L,,,,,not-submitted,none,,,,,,,TGA eBS Product and Consumer Medicine Information repository search,,https://www.ebs.tga.gov.au/ebs/picmi/picmirepository.nsf/PICMI?OpenForm&t=PI&q=abecma,2026-09-05,provisional-from-snippet,"eBS PI repository shows 0 documents for this brand and its INN on 2026-09-05 (the repository does list Kymriah, Yescarta, Tecartus, Carvykti, Zolgensma, Luxturna and Amtagvi, so absence is informative but not conclusive); no MSAC application found in archived MSAC meeting and application listings (1620-1827); tga.gov.au ARTG search unreachable. Also no PBAC PSD in the PBS PSD index.",decisions_australia.csv,abecma,2021-08-18,cohort EU authorisation,,2021-03-26,,,False
Casgevy,Australia,Australia,TGA,SCD_VOC_12plus,,,,,not-submitted,none,,,,,,,TGA eBS Product and Consumer Medicine Information repository search,,https://www.ebs.tga.gov.au/ebs/picmi/picmirepository.nsf/PICMI?OpenForm&t=PI&q=casgevy,2026-09-05,provisional-from-snippet,"eBS PI repository shows 0 documents for this brand and its INN on 2026-09-05 (the repository does list Kymriah, Yescarta, Tecartus, Carvykti, Zolgensma, Luxturna and Amtagvi, so absence is informative but not conclusive); no MSAC application found in archived MSAC meeting and application listings (1620-1827); tga.gov.au ARTG search unreachable. Applies to both SCD and TDT indications; no PBAC PSD for exagamglogene in the PBS PSD index.",decisions_australia.csv,casgevy,2024-02-09,cohort EU authorisation,,2023-12-08,,,False
Zynteglo,Australia,Australia,TGA,TDT_12plus,,,,,not-submitted,none,,,,,,,TGA eBS Product and Consumer Medicine Information repository search,,https://www.ebs.tga.gov.au/ebs/picmi/picmirepository.nsf/PICMI?OpenForm&t=PI&q=zynteglo,2026-09-05,provisional-from-snippet,"eBS PI repository shows 0 documents for this brand and its INN on 2026-09-05 (the repository does list Kymriah, Yescarta, Tecartus, Carvykti, Zolgensma, Luxturna and Amtagvi, so absence is informative but not conclusive); no MSAC application found in archived MSAC meeting and application listings (1620-1827); tga.gov.au ARTG search unreachable.",decisions_australia.csv,zynteglo,2019-05-29,cohort EU authorisation,,2022-08-17,,,False
Lenmeldy / Libmeldy,Australia,Australia,TGA,MLD_early,,,,,not-submitted,none,,,,,,,TGA eBS Product and Consumer Medicine Information repository search,,https://www.ebs.tga.gov.au/ebs/picmi/picmirepository.nsf/PICMI?OpenForm&t=PI&q=lenmeldy,2026-09-05,provisional-from-snippet,"eBS PI repository shows 0 documents for this brand and its INN on 2026-09-05 (the repository does list Kymriah, Yescarta, Tecartus, Carvykti, Zolgensma, Luxturna and Amtagvi, so absence is informative but not conclusive); no MSAC application found in archived MSAC meeting and application listings (1620-1827); tga.gov.au ARTG search unreachable. Searched both Libmeldy and Lenmeldy.",decisions_australia.csv,lenmeldy,2020-12-17,cohort EU authorisation,,2024-03-18,,,False
Kebilidi / Upstaza,Australia,Australia,TGA,AADC,,,,,not-submitted,none,,,,,,,TGA eBS Product and Consumer Medicine Information repository search,,https://www.ebs.tga.gov.au/ebs/picmi/picmirepository.nsf/PICMI?OpenForm&t=PI&q=kebilidi,2026-09-05,provisional-from-snippet,"eBS PI repository shows 0 documents for this brand and its INN on 2026-09-05 (the repository does list Kymriah, Yescarta, Tecartus, Carvykti, Zolgensma, Luxturna and Amtagvi, so absence is informative but not conclusive); no MSAC application found in archived MSAC meeting and application listings (1620-1827); tga.gov.au ARTG search unreachable. Searched both Upstaza and Kebilidi.",decisions_australia.csv,kebilidi,2022-07-18,cohort EU authorisation,,2024-11-13,,,False
Beqvez / Durveqtix,Australia,Australia,TGA,HEMB_adult,,,,,not-submitted,none,,,,,,,TGA eBS Product and Consumer Medicine Information repository search,,https://www.ebs.tga.gov.au/ebs/picmi/picmirepository.nsf/PICMI?OpenForm&t=PI&q=beqvez,2026-09-05,provisional-from-snippet,"eBS PI repository shows 0 documents for this brand and its INN on 2026-09-05 (the repository does list Kymriah, Yescarta, Tecartus, Carvykti, Zolgensma, Luxturna and Amtagvi, so absence is informative but not conclusive); no MSAC application found in archived MSAC meeting and application listings (1620-1827); tga.gov.au ARTG search unreachable. Searched both Beqvez and Durveqtix.",decisions_australia.csv,beqvez,2024-07-24,cohort EU authorisation,,2024-04-25,,,False
Vyjuvek,Australia,Australia,TGA,DEB,,,,,not-submitted,none,,,,,,,TGA eBS Product and Consumer Medicine Information repository search,,https://www.ebs.tga.gov.au/ebs/picmi/picmirepository.nsf/PICMI?OpenForm&t=PI&q=vyjuvek,2026-09-05,provisional-from-snippet,"eBS PI repository shows 0 documents for this brand and its INN on 2026-09-05 (the repository does list Kymriah, Yescarta, Tecartus, Carvykti, Zolgensma, Luxturna and Amtagvi, so absence is informative but not conclusive); no MSAC application found in archived MSAC meeting and application listings (1620-1827); tga.gov.au ARTG search unreachable.",decisions_australia.csv,vyjuvek,2025-04-23,cohort EU authorisation,,2023-05-19,,,False
Skysona,Australia,Australia,TGA,CALD,,,,,not-submitted,none,,,,,,,TGA eBS Product and Consumer Medicine Information repository search,,https://www.ebs.tga.gov.au/ebs/picmi/picmirepository.nsf/PICMI?OpenForm&t=PI&q=skysona,2026-09-05,provisional-from-snippet,"eBS PI repository shows 0 documents for this brand and its INN on 2026-09-05 (the repository does list Kymriah, Yescarta, Tecartus, Carvykti, Zolgensma, Luxturna and Amtagvi, so absence is informative but not conclusive); no MSAC application found in archived MSAC meeting and application listings (1620-1827); tga.gov.au ARTG search unreachable.",decisions_australia.csv,skysona,2021-07-16,cohort EU authorisation,,2022-09-16,,,False
Lyfgenia,Australia,Australia,TGA,SCD_VOC_12plus,,,,,not-submitted,none,,,,,,,TGA eBS Product and Consumer Medicine Information repository search,,https://www.ebs.tga.gov.au/ebs/picmi/picmirepository.nsf/PICMI?OpenForm&t=PI&q=lyfgenia,2026-09-05,provisional-from-snippet,"eBS PI repository shows 0 documents for this brand and its INN on 2026-09-05 (the repository does list Kymriah, Yescarta, Tecartus, Carvykti, Zolgensma, Luxturna and Amtagvi, so absence is informative but not conclusive); no MSAC application found in archived MSAC meeting and application listings (1620-1827); tga.gov.au ARTG search unreachable.",decisions_australia.csv,lyfgenia,,cohort EU authorisation,,2023-12-08,,,False
Elevidys,Australia,Australia,TGA,DMD,,,,,not-submitted,none,,,,,,,TGA eBS Product and Consumer Medicine Information repository search,,https://www.ebs.tga.gov.au/ebs/picmi/picmirepository.nsf/PICMI?OpenForm&t=PI&q=elevidys,2026-09-05,provisional-from-snippet,"eBS PI repository shows 0 documents for this brand and its INN on 2026-09-05 (the repository does list Kymriah, Yescarta, Tecartus, Carvykti, Zolgensma, Luxturna and Amtagvi, so absence is informative but not conclusive); no MSAC application found in archived MSAC meeting and application listings (1620-1827); tga.gov.au ARTG search unreachable.",decisions_australia.csv,elevidys,2023-06-22,cohort FDA approval,,2023-06-22,,,False
Alofisel,Australia,Australia,TGA,CD_fistula,,,,,not-submitted,none,,,,,,,TGA eBS Product and Consumer Medicine Information repository search,,https://www.ebs.tga.gov.au/ebs/picmi/picmirepository.nsf/PICMI?OpenForm&t=PI&q=alofisel,2026-09-05,provisional-from-snippet,"eBS PI repository shows 0 documents for this brand and its INN on 2026-09-05 (the repository does list Kymriah, Yescarta, Tecartus, Carvykti, Zolgensma, Luxturna and Amtagvi, so absence is informative but not conclusive); no MSAC application found in archived MSAC meeting and application listings (1620-1827); tga.gov.au ARTG search unreachable.",decisions_australia.csv,alofisel,2018-03-23,cohort EU authorisation,,,,,False
Provenge,Australia,Australia,TGA,mCRPC,,,,,not-submitted,none,,,,,,,TGA eBS Product and Consumer Medicine Information repository search,,https://www.ebs.tga.gov.au/ebs/picmi/picmirepository.nsf/PICMI?OpenForm&t=PI&q=provenge,2026-09-05,provisional-from-snippet,"eBS PI repository shows 0 documents for this brand and its INN on 2026-09-05 (the repository does list Kymriah, Yescarta, Tecartus, Carvykti, Zolgensma, Luxturna and Amtagvi, so absence is informative but not conclusive); no MSAC application found in archived MSAC meeting and application listings (1620-1827); tga.gov.au ARTG search unreachable.",decisions_australia.csv,provenge,2013-09-06,cohort EU authorisation,,2010-04-29,,,False
Ryoncil,Australia,Australia,TGA,aGVHD_ped,,,,,not-submitted,none,,,,,,,TGA eBS Product and Consumer Medicine Information repository search,,https://www.ebs.tga.gov.au/ebs/picmi/picmirepository.nsf/PICMI?OpenForm&t=PI&q=ryoncil,2026-09-05,provisional-from-snippet,"eBS PI repository shows 0 documents for this brand and its INN on 2026-09-05 (the repository does list Kymriah, Yescarta, Tecartus, Carvykti, Zolgensma, Luxturna and Amtagvi, so absence is informative but not conclusive); no MSAC application found in archived MSAC meeting and application listings (1620-1827); tga.gov.au ARTG search unreachable. Sponsor Mesoblast is Australian-headquartered; no PI in the repository nonetheless.",decisions_australia.csv,ryoncil,,cohort EU authorisation,,2024-12-19,,,False
Ebvallo,Australia,Australia,TGA,EBV_PTLD,,,,,not-submitted,none,,,,,,,TGA eBS Product and Consumer Medicine Information repository search,,https://www.ebs.tga.gov.au/ebs/picmi/picmirepository.nsf/PICMI?OpenForm&t=PI&q=ebvallo,2026-09-05,provisional-from-snippet,"eBS PI repository shows 0 documents for this brand and its INN on 2026-09-05 (the repository does list Kymriah, Yescarta, Tecartus, Carvykti, Zolgensma, Luxturna and Amtagvi, so absence is informative but not conclusive); no MSAC application found in archived MSAC meeting and application listings (1620-1827); tga.gov.au ARTG search unreachable.",decisions_australia.csv,ebvallo,2022-12-16,cohort EU authorisation,,,,,False
Adstiladrin,Australia,Australia,TGA,NMIBC,,,,,not-submitted,none,,,,,,,TGA eBS Product and Consumer Medicine Information repository search,,https://www.ebs.tga.gov.au/ebs/picmi/picmirepository.nsf/PICMI?OpenForm&t=PI&q=adstiladrin,2026-09-05,provisional-from-snippet,"eBS PI repository shows 0 documents for this brand and its INN on 2026-09-05 (the repository does list Kymriah, Yescarta, Tecartus, Carvykti, Zolgensma, Luxturna and Amtagvi, so absence is informative but not conclusive); no MSAC application found in archived MSAC meeting and application listings (1620-1827); tga.gov.au ARTG search unreachable.",decisions_australia.csv,adstiladrin,2026-05-28,cohort EU authorisation,,2022-12-16,,,False
